candidate_id,first_name,last_name,date_of_birth,gender,country_of_origin,education_level,english_proficiency,japanese_proficiency,current_prefecture,current_city
CAND002296,Rahul,Mehta,1998-11-27,Male,India,Bachelor's Degree,4,2,Tokyo,Koto
CAND002297,Carlos,Hernández,1982-01-15,Male,Mexico,Bachelor's Degree,4,3,Chiba,Chiba
CAND002298,James,Anderson,1972-08-15,Female,USA,Master's Degree,5,2,Tokyo,Hachioji
CAND002299,Mariana,Rodríguez,1970-08-07,Female,Mexico,Bachelor's Degree,3,1,Saitama,Asaka
CAND002300,James,Anderson,2001-08-07,Male,USA,Bachelor's Degree,5,1,Tokyo,Koto
CAND002301,Naledi,Khumalo,1972-04-07,Male,South Africa,Bachelor's Degree,5,1,Tokyo,Koto
CAND002302,Diego,López,1983-08-03,Female,Mexico,Bachelor's Degree,5,1,Saitama,Asaka
CAND002303,Sofía,Martínez,1980-04-22,Male,Mexico,Bachelor's Degree,4,1,Kanagawa,Yamato
CAND002304,Rohan,Gupta,1992-01-25,Female,India,Bachelor's Degree,4,1,Kanagawa,Sagamihara
CAND002305,Patricia,Mendoza,1986-02-14,Male,Philippines,Bachelor's Degree,5,1,Tokyo,Koto
CAND002306,Joshua,Aquino,1976-05-02,Male,Philippines,Bachelor's Degree,5,1,Saitama,Saitama
CAND002307,Seo-yeon,Lee,1976-05-27,Male,South Korea,Bachelor's Degree,4,2,Tokyo,Setagaya
CAND002308,Angela,Reyes,1973-01-05,Female,Philippines,Bachelor's Degree,5,4,Tokyo,Ota
CAND002309,Liam,Anderson,1979-10-19,Male,Australia,Bachelor's Degree,5,2,Chiba,Urayasu
CAND002310,Daniel,Williams,1975-10-01,Male,USA,Other,5,4,Chiba,Ichikawa
CAND002311,Ethan,Martin,1989-08-11,Female,Canada,Master's Degree,5,1,Tokyo,Itabashi
CAND002312,Daniel,Williams,1995-01-04,Female,USA,Bachelor's Degree,5,1,Saitama,Kawagoe
CAND002313,Seo-yeon,Lee,1995-10-18,Male,South Korea,Bachelor's Degree,4,1,Chiba,Funabashi
CAND002314,Aisha,Botha,1999-09-27,Male,South Africa,Bachelor's Degree,5,2,Tokyo,Hachioji
CAND002315,Emma,Thompson,2002-01-29,Female,Canada,Bachelor's Degree,5,2,Tokyo,Koto
CAND002316,Daniel,Williams,1991-10-20,Female,USA,Bachelor's Degree,5,1,Tokyo,Hachioji
CAND002317,Aisha,Botha,1989-12-04,Female,South Africa,Master's Degree,4,5,Tokyo,Hachioji
CAND002318,Ha-eun,Jung,1973-09-07,Female,South Korea,Bachelor's Degree,5,4,Tokyo,Hachioji
CAND002319,Emily,Carter,1991-04-15,Female,USA,Bachelor's Degree,5,2,Kanagawa,Sagamihara
CAND002320,Jessica,Davis,1998-12-14,Male,USA,Associate Degree,5,1,Saitama,Tokorozawa
CAND002321,Sean,Murphy,1973-11-15,Male,Ireland,Bachelor's Degree,5,3,Chiba,Urayasu
CAND002322,Ethan,Martin,1987-12-20,Female,Canada,Bachelor's Degree,5,2,Kanagawa,Fujisawa
CAND002323,Liam,Anderson,1988-08-31,Male,Australia,Bachelor's Degree,5,1,Saitama,Asaka
CAND002324,Daniel,Williams,1976-12-18,Female,USA,Bachelor's Degree,5,1,Saitama,Kawaguchi
CAND002325,John,Santos,2001-02-19,Female,Philippines,Doctorate,5,1,Saitama,Koshigaya
CAND002326,Faith,Njeri,1990-09-10,Female,Kenya,Master's Degree,5,3,Kanagawa,Kawasaki
CAND002327,Emily,Carter,1976-11-24,Female,USA,Bachelor's Degree,5,4,Tokyo,Setagaya
CAND002328,John,Santos,1998-06-22,Female,Philippines,Bachelor's Degree,5,2,Tokyo,Koto
CAND002329,Emma,Thompson,1973-10-07,Female,Canada,Bachelor's Degree,5,1,Tokyo,Ota
CAND002330,Patricia,Mendoza,1991-07-22,Female,Philippines,Bachelor's Degree,5,3,Tokyo,Hachioji
CAND002331,James,Anderson,1970-07-31,Female,USA,Bachelor's Degree,5,1,Chiba,Funabashi
CAND002332,Daniel,Kamau,1991-01-23,Female,Kenya,Bachelor's Degree,5,2,Tokyo,Itabashi
CAND002333,Mia,Walker,2000-12-23,Female,Australia,Bachelor's Degree,5,2,Saitama,Saitama
CAND002334,Emily,Carter,1978-05-04,Female,USA,Bachelor's Degree,5,1,Tokyo,Koto
CAND002335,Jessica,Davis,1970-02-05,Male,USA,Bachelor's Degree,5,3,Saitama,Saitama
CAND002336,Jack,Taylor,1981-04-09,Male,Australia,Bachelor's Degree,5,1,Tokyo,Tachikawa
CAND002337,Jack,Taylor,1995-11-22,Male,Australia,Bachelor's Degree,5,1,Chiba,Matsudo
CAND002338,George,Davies,1975-12-03,Male,UK,Bachelor's Degree,5,1,Kanagawa,Sagamihara
CAND002339,Mariana,Rodríguez,1973-10-25,Female,Mexico,Bachelor's Degree,5,1,Kanagawa,Fujisawa
CAND002340,John,Santos,1981-11-08,Male,Philippines,Master's Degree,4,1,Tokyo,Setagaya
CAND002341,Charlotte,Brown,1977-08-31,Male,UK,Bachelor's Degree,5,4,Tokyo,Itabashi
CAND002342,James,Anderson,1989-05-04,Male,USA,Bachelor's Degree,5,2,Tokyo,Ota
CAND002343,Liam,Anderson,1980-03-23,Female,Australia,Bachelor's Degree,5,2,Kanagawa,Yokohama
CAND002344,Michael,Johnson,1992-01-13,Male,USA,Associate Degree,5,2,Saitama,Saitama
CAND002345,Amelia,Taylor,1970-03-20,Male,UK,Bachelor's Degree,5,1,Kanagawa,Kawasaki
CAND002346,Neha,Kapoor,1999-06-20,Female,India,Bachelor's Degree,5,2,Tokyo,Tachikawa
CAND002347,Liam,Anderson,1979-06-04,Female,Australia,Bachelor's Degree,5,2,Saitama,Saitama
CAND002348,Patricia,Mendoza,1973-08-14,Male,Philippines,Master's Degree,5,2,Chiba,Chiba
CAND002349,Michael,Johnson,1976-08-26,Male,USA,Bachelor's Degree,5,2,Kanagawa,Sagamihara
CAND002350,Maya,Brown,1988-12-15,Male,Canada,Bachelor's Degree,5,1,Tokyo,Itabashi
CAND002351,Michael,Johnson,1992-08-08,Male,USA,Bachelor's Degree,5,2,Tokyo,Itabashi
CAND002352,Thabo,Mokoena,2002-04-09,Male,South Africa,Bachelor's Degree,5,2,Tokyo,Hachioji
CAND002353,James,Thompson,1997-10-21,Male,UK,Master's Degree,5,1,Tokyo,Shinjuku
CAND002354,Sophie,Evans,1978-06-28,Male,UK,Master's Degree,5,1,Tokyo,Setagaya
CAND002355,Olivia,Campbell,1992-03-11,Female,Australia,Bachelor's Degree,5,1,Kanagawa,Sagamihara
CAND002356,Noah,Collins,1974-01-23,Male,Australia,Bachelor's Degree,5,1,Chiba,Funabashi
CAND002357,Sophie,Evans,1971-03-06,Male,UK,Master's Degree,5,2,Kanagawa,Kawasaki
CAND002358,Jack,Taylor,1973-10-27,Female,Australia,Doctorate,5,2,Tokyo,Ota
CAND002359,Liam,Anderson,1982-03-18,Male,Australia,Bachelor's Degree,5,3,Kanagawa,Yamato
CAND002360,Jason,Naidoo,1988-08-13,Female,South Africa,Bachelor's Degree,5,1,Tokyo,Itabashi
CAND002361,James,Anderson,1997-01-16,Female,USA,Bachelor's Degree,5,4,Kanagawa,Yamato
CAND002362,Ciara,Walsh,1971-02-17,Female,Ireland,Master's Degree,5,2,Kanagawa,Kawasaki
CAND002363,Olivia,Campbell,1996-05-04,Female,Australia,Bachelor's Degree,5,2,Saitama,Koshigaya
CAND002364,Diego,López,1989-09-09,Male,Mexico,Bachelor's Degree,5,3,Chiba,Chiba
CAND002365,John,Santos,1985-12-25,Male,Philippines,Master's Degree,4,3,Tokyo,Tachikawa
CAND002366,Daniel,Williams,1980-12-17,Male,USA,Bachelor's Degree,5,1,Tokyo,Ota
CAND002367,Patricia,Mendoza,1999-08-10,Male,Philippines,Master's Degree,5,2,Tokyo,Nerima
CAND002368,Sarah,Miller,1982-03-07,Male,USA,Bachelor's Degree,5,2,Kanagawa,Kawasaki
CAND002369,Emily,Carter,1993-08-02,Female,USA,Bachelor's Degree,5,4,Saitama,Kawagoe
CAND002370,Chloe,Mitchell,1988-06-05,Male,Australia,Bachelor's Degree,5,1,Tokyo,Koto
CAND002371,Brian,Otieno,1982-11-28,Female,Kenya,Bachelor's Degree,5,2,Chiba,Ichikawa
CAND002372,Sofía,Martínez,1982-03-31,Male,Mexico,Bachelor's Degree,4,1,Tokyo,Shinjuku
CAND002373,Maria,Cruz,2000-08-11,Male,Philippines,Associate Degree,3,1,Tokyo,Hachioji
CAND002374,Jack,Taylor,1978-04-09,Female,Australia,Bachelor's Degree,5,1,Saitama,Kawagoe
CAND002375,Niamh,O'Brien,1983-12-08,Male,Ireland,Master's Degree,5,1,Tokyo,Koto
CAND002376,Rahul,Mehta,1972-09-03,Male,India,Bachelor's Degree,5,1,Tokyo,Shinjuku
CAND002377,Charlotte,Brown,1996-08-12,Female,UK,Master's Degree,5,1,Chiba,Urayasu
CAND002378,Ava,Wilson,1986-11-07,Female,Canada,Bachelor's Degree,5,3,Chiba,Ichikawa
CAND002379,Neha,Kapoor,1980-08-08,Female,India,Associate Degree,5,3,Tokyo,Hachioji
CAND002380,Michael,Johnson,1997-05-11,Male,USA,Bachelor's Degree,5,4,Chiba,Chiba
CAND002381,Emily,Carter,1995-09-22,Female,USA,Associate Degree,5,2,Kanagawa,Yamato
CAND002382,Sofía,Martínez,2001-06-09,Male,Mexico,Bachelor's Degree,3,3,Tokyo,Setagaya
CAND002383,Ciara,Walsh,1976-05-06,Male,Ireland,Bachelor's Degree,5,2,Tokyo,Ota
CAND002384,Sophie,Evans,1987-08-28,Female,UK,Bachelor's Degree,5,2,Chiba,Kashiwa
CAND002385,Joshua,Aquino,1971-03-21,Female,Philippines,Master's Degree,3,2,Chiba,Chiba
CAND002386,Jessica,Davis,1970-12-07,Male,USA,Master's Degree,5,3,Tokyo,Shinjuku
CAND002387,Jack,Harris,1990-04-05,Male,New Zealand,Bachelor's Degree,5,2,Saitama,Tokorozawa
CAND002388,Daniel,Williams,2000-09-07,Female,USA,Bachelor's Degree,5,2,Tokyo,Setagaya
CAND002389,Michael,Johnson,1975-08-25,Female,USA,Bachelor's Degree,5,2,Tokyo,Setagaya
CAND002390,Ryan,Campbell,1974-06-09,Female,Canada,Master's Degree,5,4,Kanagawa,Yokohama
CAND002391,Jack,Taylor,1972-07-22,Male,Australia,Bachelor's Degree,5,1,Chiba,Urayasu
CAND002392,Ruby,Taylor,1970-02-04,Male,New Zealand,Bachelor's Degree,5,2,Tokyo,Tachikawa
CAND002393,Sophie,Wright,1989-09-05,Female,New Zealand,Master's Degree,5,1,Tokyo,Tachikawa
CAND002394,Sophie,Evans,2001-06-07,Female,UK,Bachelor's Degree,5,2,Tokyo,Nerima
CAND002395,Maria,Cruz,1977-07-05,Male,Philippines,Bachelor's Degree,5,1,Saitama,Koshigaya
CAND002396,Charlotte,Brown,1976-07-21,Female,UK,Bachelor's Degree,5,1,Saitama,Asaka
CAND002397,James,Anderson,1986-03-15,Female,USA,Other,5,1,Kanagawa,Sagamihara
CAND002398,Liam,Anderson,1998-11-20,Male,Australia,Other,5,1,Tokyo,Ota
CAND002399,Joon-ho,Choi,1979-04-29,Female,South Korea,Associate Degree,5,5,Tokyo,Koto
CAND002400,Alejandro,García,1982-07-28,Female,Mexico,Bachelor's Degree,4,2,Saitama,Kawagoe
CAND002401,Daniel,Williams,1992-12-27,Female,USA,Bachelor's Degree,5,1,Tokyo,Koto
CAND002402,Daniel,Williams,1999-01-28,Male,USA,Bachelor's Degree,5,5,Kanagawa,Atsugi
CAND002403,Mia,Walker,1995-03-13,Male,Australia,Bachelor's Degree,5,2,Kanagawa,Atsugi
CAND002404,Charlotte,Brown,1985-01-06,Male,UK,Bachelor's Degree,5,2,Chiba,Urayasu
CAND002405,James,Anderson,1985-04-28,Male,USA,Bachelor's Degree,5,1,Saitama,Kawaguchi
CAND002406,Liam,Anderson,1985-03-31,Female,Australia,Bachelor's Degree,5,4,Tokyo,Edogawa
CAND002407,Noah,Collins,1999-05-16,Female,Australia,Master's Degree,5,1,Chiba,Chiba
CAND002408,Neha,Kapoor,1989-06-08,Female,India,Other,5,2,Tokyo,Edogawa
CAND002409,Michael,Johnson,1997-08-31,Female,USA,Bachelor's Degree,5,2,Chiba,Funabashi
CAND002410,Michael,Johnson,1983-08-03,Male,USA,Doctorate,5,2,Tokyo,Hachioji
CAND002411,Sofía,Martínez,1978-04-09,Male,Mexico,Bachelor's Degree,5,1,Tokyo,Ota
CAND002412,Sophie,Wright,1982-10-06,Male,New Zealand,Master's Degree,5,3,Tokyo,Koto
CAND002413,Mia,Walker,1985-10-21,Female,Australia,Master's Degree,5,1,Tokyo,Koto
CAND002414,Lucas,Anderson,1999-04-08,Male,Canada,Bachelor's Degree,5,2,Tokyo,Hachioji
CAND002415,Carlos,Hernández,1985-11-12,Female,Mexico,Bachelor's Degree,5,3,Tokyo,Setagaya
CAND002416,Angela,Reyes,1995-12-17,Female,Philippines,Master's Degree,4,1,Saitama,Tokorozawa
CAND002417,Jessica,Davis,1977-10-24,Male,USA,Master's Degree,5,3,Tokyo,Tachikawa
CAND002418,Amelia,Taylor,1977-11-07,Female,UK,Bachelor's Degree,5,3,Tokyo,Tachikawa
CAND002419,Charlotte,Brown,1990-08-16,Male,UK,Bachelor's Degree,5,2,Tokyo,Edogawa
CAND002420,Chloe,Mitchell,1981-09-07,Female,Australia,Bachelor's Degree,5,2,Chiba,Ichikawa
CAND002421,Chloe,Mitchell,1982-06-04,Female,Australia,Bachelor's Degree,5,3,Kanagawa,Yamato
CAND002422,Joon-ho,Choi,1983-12-29,Female,South Korea,Bachelor's Degree,5,3,Tokyo,Koto
CAND002423,Mia,Walker,1974-12-27,Female,Australia,Bachelor's Degree,5,1,Saitama,Koshigaya
CAND002424,Rohan,Gupta,1992-07-23,Male,India,Master's Degree,4,1,Chiba,Urayasu
CAND002425,Ha-eun,Jung,1993-02-25,Female,South Korea,Other,5,1,Saitama,Asaka
CAND002426,Ava,Wilson,1973-01-08,Female,Canada,Bachelor's Degree,5,2,Tokyo,Tachikawa
CAND002427,Ryan,Campbell,1988-05-14,Female,Canada,Bachelor's Degree,5,2,Tokyo,Nerima
CAND002428,Jack,Harris,1992-11-16,Female,New Zealand,Master's Degree,5,2,Kanagawa,Atsugi
CAND002429,Sophie,Evans,1996-06-26,Male,UK,Bachelor's Degree,5,2,Tokyo,Itabashi
CAND002430,James,Anderson,1982-04-18,Female,USA,Associate Degree,5,1,Tokyo,Ota
CAND002431,Sophie,Evans,1991-01-08,Female,UK,Other,5,1,Tokyo,Setagaya
CAND002432,Joon-ho,Choi,1971-06-04,Female,South Korea,Bachelor's Degree,4,2,Tokyo,Edogawa
CAND002433,Michael,Johnson,1981-06-18,Female,USA,Associate Degree,5,2,Kanagawa,Kawasaki
CAND002434,Mark,Garcia,1995-12-02,Male,Philippines,Bachelor's Degree,5,1,Chiba,Matsudo
CAND002435,Daniel,Williams,1980-11-27,Female,USA,Master's Degree,5,2,Chiba,Urayasu
CAND002436,Liam,Anderson,1998-08-21,Male,Australia,Bachelor's Degree,5,2,Kanagawa,Kawasaki
CAND002437,Alejandro,García,1974-02-04,Male,Mexico,Master's Degree,3,1,Kanagawa,Atsugi
CAND002438,James,Anderson,1983-05-08,Male,USA,Bachelor's Degree,5,1,Tokyo,Setagaya
CAND002439,Min-seo,Kang,1989-09-28,Female,South Korea,Bachelor's Degree,5,2,Tokyo,Setagaya
CAND002440,Daniel,Williams,1976-03-08,Male,USA,Bachelor's Degree,5,1,Tokyo,Koto
CAND002441,Sarah,Miller,1993-07-29,Male,USA,Master's Degree,5,2,Saitama,Wako
CAND002442,Mariana,Rodríguez,1979-10-20,Female,Mexico,Doctorate,5,3,Tokyo,Tachikawa
CAND002443,Joshua,Aquino,1993-11-06,Female,Philippines,Bachelor's Degree,3,1,Kanagawa,Atsugi
CAND002444,Neha,Kapoor,1983-09-11,Female,India,Bachelor's Degree,5,1,Saitama,Koshigaya
CAND002445,Chloe,Mitchell,1974-11-12,Male,Australia,Master's Degree,5,1,Tokyo,Hachioji
CAND002446,Min-seo,Kang,1980-06-12,Female,South Korea,Bachelor's Degree,3,1,Tokyo,Ota
CAND002447,George,Davies,1979-12-28,Male,UK,Master's Degree,5,1,Tokyo,Edogawa
CAND002448,Luis,González,1990-11-24,Male,Mexico,Master's Degree,4,1,Saitama,Asaka
CAND002449,Arjun,Sharma,1997-04-23,Male,India,Bachelor's Degree,5,3,Tokyo,Edogawa
CAND002450,Priya,Patel,1973-09-07,Male,India,Bachelor's Degree,5,2,Saitama,Soka
CAND002451,Sofía,Martínez,1980-10-15,Male,Mexico,Bachelor's Degree,4,1,Chiba,Kashiwa
CAND002452,Michael,Johnson,1991-06-25,Female,USA,Bachelor's Degree,5,1,Tokyo,Shinjuku
CAND002453,Daniel,Williams,1981-11-07,Female,USA,Bachelor's Degree,5,1,Tokyo,Hachioji
CAND002454,Neha,Kapoor,1998-08-21,Male,India,Master's Degree,4,2,Chiba,Urayasu
CAND002455,Liam,Anderson,1978-01-27,Male,Australia,Doctorate,5,2,Chiba,Urayasu
CAND002456,Seo-yeon,Lee,2002-06-04,Female,South Korea,Bachelor's Degree,5,2,Chiba,Urayasu
CAND002457,Min-seo,Kang,1982-02-23,Female,South Korea,Bachelor's Degree,4,3,Tokyo,Hachioji
CAND002458,Diego,López,2000-01-28,Female,Mexico,Bachelor's Degree,4,2,Tokyo,Shinjuku
CAND002459,Sipho,Ndlovu,1986-05-05,Male,South Africa,Bachelor's Degree,5,1,Chiba,Kashiwa
CAND002460,James,Anderson,2001-02-24,Female,USA,Bachelor's Degree,5,1,Saitama,Wako
CAND002461,Sophie,Evans,1977-04-13,Male,UK,Bachelor's Degree,5,1,Kanagawa,Kawasaki
CAND002462,James,Anderson,1975-10-23,Female,USA,Other,5,3,Tokyo,Hachioji
CAND002463,George,Davies,1999-10-08,Female,UK,Bachelor's Degree,5,1,Tokyo,Nerima
CAND002464,Mia,Walker,1980-05-30,Female,Australia,Bachelor's Degree,5,1,Tokyo,Shinjuku
CAND002465,James,Anderson,1999-03-22,Female,USA,Bachelor's Degree,5,2,Tokyo,Koto
CAND002466,Maya,Brown,1978-01-01,Male,Canada,Bachelor's Degree,5,1,Tokyo,Ota
CAND002467,Jessica,Davis,1975-11-06,Male,USA,Bachelor's Degree,5,1,Tokyo,Hachioji
CAND002468,Mark,Garcia,1988-11-06,Female,Philippines,Bachelor's Degree,5,4,Chiba,Funabashi
CAND002469,Rahul,Mehta,1973-12-31,Male,India,Master's Degree,4,1,Tokyo,Edogawa
CAND002470,Amelia,Taylor,1998-04-14,Male,UK,Bachelor's Degree,5,1,Kanagawa,Fujisawa
CAND002471,Naledi,Khumalo,1998-03-20,Male,South Africa,Master's Degree,3,3,Tokyo,Itabashi
CAND002472,George,Davies,1971-05-22,Male,UK,Bachelor's Degree,5,5,Saitama,Koshigaya
CAND002473,Isla,Scott,1971-01-25,Female,New Zealand,Master's Degree,5,1,Chiba,Ichikawa
CAND002474,Jack,Taylor,1997-09-06,Female,Australia,Bachelor's Degree,5,3,Tokyo,Tachikawa
CAND002475,Rahul,Mehta,1985-05-26,Female,India,Bachelor's Degree,5,4,Tokyo,Itabashi
CAND002476,George,Davies,1983-08-18,Male,UK,Bachelor's Degree,5,2,Saitama,Soka
CAND002477,Noah,Collins,1996-09-29,Female,Australia,Bachelor's Degree,5,1,Tokyo,Setagaya
CAND002478,Conor,Byrne,1995-07-27,Male,Ireland,Bachelor's Degree,5,2,Kanagawa,Yokohama
CAND002479,Min-seo,Kang,1972-11-28,Female,South Korea,Master's Degree,5,1,Chiba,Kashiwa
CAND002480,Conor,Byrne,1991-08-01,Male,Ireland,Master's Degree,5,1,Tokyo,Edogawa
CAND002481,Lucas,Anderson,1989-09-20,Female,Canada,Master's Degree,5,1,Kanagawa,Yokohama
CAND002482,Amelia,Taylor,1991-11-23,Male,UK,Bachelor's Degree,5,5,Tokyo,Nerima
CAND002483,Sophie,Evans,1999-12-16,Male,UK,Bachelor's Degree,5,1,Tokyo,Shinjuku
CAND002484,Rahul,Mehta,1990-12-09,Male,India,Bachelor's Degree,5,1,Saitama,Kawaguchi
CAND002485,Jack,Harris,1997-08-04,Female,New Zealand,Master's Degree,5,1,Tokyo,Koto
CAND002486,Alejandro,García,1972-08-09,Female,Mexico,Bachelor's Degree,4,2,Saitama,Kawaguchi
CAND002487,Alejandro,García,1996-11-27,Female,Mexico,Bachelor's Degree,4,3,Tokyo,Tachikawa
CAND002488,Sophie,Evans,1970-04-13,Female,UK,Bachelor's Degree,5,2,Tokyo,Ota
CAND002489,Emily,Carter,1992-07-11,Female,USA,Bachelor's Degree,5,2,Tokyo,Edogawa
CAND002490,Michael,Johnson,2001-12-05,Female,USA,Bachelor's Degree,5,3,Saitama,Tokorozawa
CAND002491,Daniel,Kamau,2000-07-27,Female,Kenya,Other,5,1,Chiba,Urayasu
CAND002492,Neha,Kapoor,1983-05-15,Female,India,Bachelor's Degree,4,1,Tokyo,Itabashi
CAND002493,Jack,Taylor,1992-02-25,Male,Australia,Bachelor's Degree,5,2,Tokyo,Edogawa
CAND002494,Liam,Anderson,1993-09-04,Male,Australia,Bachelor's Degree,5,3,Kanagawa,Sagamihara
CAND002495,Sophie,Wright,1999-09-30,Female,New Zealand,Master's Degree,5,2,Tokyo,Tachikawa
CAND002496,Maria,Cruz,1982-04-26,Male,Philippines,Associate Degree,4,2,Kanagawa,Yokohama
CAND002497,George,Davies,1991-10-12,Male,UK,Bachelor's Degree,5,3,Kanagawa,Kawasaki
CAND002498,John,Santos,1994-12-29,Male,Philippines,Bachelor's Degree,4,1,Kanagawa,Atsugi
CAND002499,Noah,Collins,1999-07-26,Female,Australia,Associate Degree,5,1,Tokyo,Itabashi
CAND002500,James,Anderson,1982-06-14,Male,USA,Bachelor's Degree,5,3,Tokyo,Setagaya
CAND002501,Oliver,Wilson,1997-08-12,Female,UK,Master's Degree,5,2,Kanagawa,Sagamihara
CAND002502,Chloe,Mitchell,1996-10-13,Male,Australia,Bachelor's Degree,5,2,Saitama,Koshigaya
CAND002503,Olivia,Campbell,1975-02-23,Male,Australia,Bachelor's Degree,5,2,Tokyo,Ota
CAND002504,Lucas,Anderson,1995-12-12,Female,Canada,Associate Degree,5,2,Kanagawa,Kawasaki
CAND002505,Mark,Garcia,1978-05-30,Male,Philippines,Bachelor's Degree,5,4,Saitama,Asaka
CAND002506,Jessica,Davis,1998-11-03,Male,USA,Bachelor's Degree,5,2,Tokyo,Hachioji
CAND002507,Priya,Patel,1975-10-30,Male,India,Bachelor's Degree,5,3,Tokyo,Hachioji
CAND002508,Sean,Murphy,1985-10-07,Female,Ireland,Bachelor's Degree,5,1,Tokyo,Hachioji
CAND002509,Min-seo,Kang,1994-06-08,Female,South Korea,Bachelor's Degree,5,1,Tokyo,Ota
CAND002510,Liam,Anderson,1976-01-06,Female,Australia,Bachelor's Degree,5,1,Kanagawa,Sagamihara
CAND002511,Aoife,Kelly,2002-08-23,Female,Ireland,Bachelor's Degree,5,3,Tokyo,Edogawa
CAND002512,Sophie,Evans,1974-12-24,Male,UK,Bachelor's Degree,5,2,Tokyo,Ota
CAND002513,Rahul,Mehta,1988-11-21,Female,India,Doctorate,3,2,Kanagawa,Atsugi
CAND002514,Carlos,Hernández,1977-01-04,Male,Mexico,Master's Degree,5,2,Tokyo,Edogawa
CAND002515,Carlos,Hernández,1983-07-27,Female,Mexico,Bachelor's Degree,5,2,Tokyo,Itabashi
CAND002516,Jessica,Davis,1975-10-10,Female,USA,Master's Degree,5,1,Tokyo,Tachikawa
CAND002517,Lucas,Anderson,1987-05-16,Female,Canada,Bachelor's Degree,5,1,Saitama,Tokorozawa
CAND002518,Carlos,Hernández,1974-09-11,Male,Mexico,Master's Degree,4,1,Saitama,Kawagoe
CAND002519,Lerato,Dlamini,1979-02-07,Male,South Africa,Bachelor's Degree,4,2,Kanagawa,Yokohama
CAND002520,Emily,Carter,1982-03-17,Male,USA,Bachelor's Degree,5,1,Tokyo,Nerima
CAND002521,Sarah,Miller,2000-04-01,Female,USA,Bachelor's Degree,5,2,Saitama,Wako
CAND002522,Angela,Reyes,1978-01-29,Male,Philippines,Master's Degree,5,2,Tokyo,Koto
CAND002523,Daniel,Kamau,2000-02-22,Male,Kenya,Bachelor's Degree,3,2,Saitama,Asaka
CAND002524,Maria,Cruz,1991-07-17,Female,Philippines,Master's Degree,5,1,Kanagawa,Sagamihara
CAND002525,Oliver,Wilson,1989-08-17,Female,UK,Master's Degree,5,1,Kanagawa,Yokohama
CAND002526,John,Santos,1979-05-05,Male,Philippines,Other,5,3,Tokyo,Koto
CAND002527,Arjun,Sharma,1980-10-09,Male,India,Bachelor's Degree,5,1,Tokyo,Hachioji
CAND002528,Joshua,Aquino,1980-05-22,Female,Philippines,Bachelor's Degree,4,1,Chiba,Ichikawa
CAND002529,Maria,Cruz,2000-04-27,Female,Philippines,Bachelor's Degree,5,1,Tokyo,Nerima
CAND002530,Luis,González,1994-03-22,Female,Mexico,Bachelor's Degree,5,1,Tokyo,Nerima
CAND002531,Amelia,Taylor,1998-11-06,Male,UK,Bachelor's Degree,5,3,Chiba,Ichikawa
CAND002532,Niamh,O'Brien,1981-01-11,Male,Ireland,Bachelor's Degree,5,4,Tokyo,Setagaya
CAND002533,Neha,Kapoor,1999-09-07,Male,India,Master's Degree,5,1,Saitama,Asaka
CAND002534,Emma,Thompson,1998-06-05,Female,Canada,Master's Degree,5,2,Chiba,Ichikawa
CAND002535,Charlotte,Brown,1978-02-21,Female,UK,Bachelor's Degree,5,3,Tokyo,Shinjuku
CAND002536,Oliver,King,2000-04-21,Female,New Zealand,Bachelor's Degree,5,2,Tokyo,Tachikawa
CAND002537,Jack,Taylor,2001-11-19,Female,Australia,Bachelor's Degree,5,2,Saitama,Kawaguchi
CAND002538,Daniel,Kamau,1978-01-02,Male,Kenya,Bachelor's Degree,4,2,Saitama,Saitama
CAND002539,Oliver,Wilson,1987-07-20,Male,UK,Master's Degree,5,1,Tokyo,Shinjuku
CAND002540,Sarah,Miller,1980-01-10,Female,USA,Bachelor's Degree,5,3,Tokyo,Setagaya
CAND002541,Sophie,Evans,1989-11-15,Female,UK,Master's Degree,5,3,Tokyo,Tachikawa
CAND002542,Daniel,Williams,1996-03-06,Female,USA,Master's Degree,5,1,Tokyo,Setagaya
CAND002543,Ha-eun,Jung,1989-01-20,Female,South Korea,Master's Degree,5,2,Saitama,Tokorozawa
CAND002544,Emily,Carter,2001-03-03,Male,USA,Bachelor's Degree,5,2,Chiba,Urayasu
CAND002545,Ananya,Singh,1993-01-02,Male,India,Bachelor's Degree,5,1,Saitama,Tokorozawa
CAND002546,Luis,González,1999-01-23,Female,Mexico,Bachelor's Degree,5,1,Tokyo,Shinjuku
CAND002547,Jack,Taylor,1971-11-30,Female,Australia,Bachelor's Degree,5,5,Saitama,Tokorozawa
CAND002548,Olivia,Campbell,1976-06-06,Male,Australia,Bachelor's Degree,5,3,Tokyo,Tachikawa
CAND002549,Priya,Patel,1996-01-12,Male,India,Master's Degree,5,1,Kanagawa,Yamato
CAND002550,Sarah,Miller,1996-02-25,Male,USA,Bachelor's Degree,5,2,Kanagawa,Kawasaki
CAND002551,Aoife,Kelly,1981-07-21,Male,Ireland,Master's Degree,5,1,Saitama,Kawaguchi
CAND002552,Emma,Thompson,1973-08-21,Male,Canada,Bachelor's Degree,5,2,Tokyo,Ota
CAND002553,Mariana,Rodríguez,1980-06-10,Female,Mexico,Master's Degree,4,2,Kanagawa,Sagamihara
CAND002554,Ryan,Campbell,1980-05-02,Male,Canada,Bachelor's Degree,5,1,Kanagawa,Sagamihara
