employee_id,employee_type,first_name,last_name,date_of_birth,gender,country_of_origin,education_level,home_prefecture,home_city,english_proficiency,japanese_proficiency,hire_date,employment_start_date,employment_status,recruitment_source,initial_position,initial_level,current_position,current_level,current_salary
DUD101053,Teacher,Liam,Anderson,1993-07-13,Female,Australia,Bachelor's Degree,Saitama,Kawaguchi,5,1,2020-10-13,2020-10-23,Offboarded,Job Board,ALT / English Teacher,1,Senior Teacher,3,270000
DUD101054,Teacher,Diego,López,1979-08-10,Male,Mexico,Bachelor's Degree,Tokyo,Hachioji,5,1,2020-09-02,2020-09-29,Active,Company Website,ALT / English Teacher,1,Senior Trainer,5,290000
DUD101055,Teacher,Liam,Anderson,1981-01-30,Female,Australia,Bachelor's Degree,Tokyo,Itabashi,5,4,2022-03-11,2022-03-24,Active,International Recruitment,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101056,Teacher,Arjun,Sharma,2000-02-17,Female,India,Master's Degree,Tokyo,Tachikawa,5,3,2020-09-03,2020-09-18,Active,International Recruitment,ALT / English Teacher,1,Trainer,4,280000
DUD101057,Teacher,Luis,González,1980-10-29,Female,Mexico,Bachelor's Degree,Tokyo,Setagaya,5,1,2019-12-28,2020-01-14,Active,Job Board,ALT / English Teacher,1,Senior Trainer,5,290000
DUD101058,Teacher,Sofía,Martínez,1987-08-23,Male,Mexico,Bachelor's Degree,Saitama,Koshigaya,4,2,2022-11-30,2022-12-29,Active,Indeed,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101059,Teacher,Sophie,Evans,1991-01-20,Female,UK,Bachelor's Degree,Saitama,Koshigaya,5,2,2019-12-14,2019-12-22,Active,International Recruitment,ALT / English Teacher,1,Senior Trainer,5,290000
DUD101060,Teacher,Emma,Thompson,1984-07-17,Male,Canada,Associate Degree,Saitama,Koshigaya,5,4,2021-05-25,2021-06-20,Active,LinkedIn,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101061,Teacher,Maya,Brown,1997-07-02,Female,Canada,Doctorate,Tokyo,Nerima,5,1,2023-04-20,2023-05-12,Active,Social Media,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101062,Teacher,Emma,Thompson,1983-01-28,Female,Canada,Bachelor's Degree,Tokyo,Itabashi,5,1,2024-10-26,2024-11-06,Active,Indeed,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101063,Teacher,George,Davies,1994-02-08,Male,UK,Bachelor's Degree,Tokyo,Setagaya,5,1,2023-06-21,2023-07-17,Active,Company Website,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101064,Teacher,Rahul,Mehta,1990-05-26,Male,India,Associate Degree,Saitama,Soka,5,2,2022-03-24,2022-03-25,Offboarded,Recruitment Agency,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101065,Teacher,Mia,Walker,1975-05-11,Male,Australia,Bachelor's Degree,Tokyo,Shinjuku,5,1,2020-01-13,2020-01-21,Active,Job Board,ALT / English Teacher,1,Senior Teacher,3,270000
DUD101066,Teacher,Jessica,Davis,1979-03-11,Male,USA,Bachelor's Degree,Saitama,Kawaguchi,5,1,2023-01-12,2023-01-31,Active,Job Board,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101067,Teacher,James,Anderson,1994-10-16,Male,USA,Bachelor's Degree,Tokyo,Shinjuku,5,2,2022-10-19,2022-11-12,Active,Social Media,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101068,Teacher,James,Anderson,1977-03-12,Female,USA,Bachelor's Degree,Chiba,Ichikawa,5,3,2020-08-23,2020-08-26,Active,Job Board,ALT / English Teacher,1,Senior Teacher,3,270000
DUD101069,Teacher,Alejandro,García,1982-07-15,Female,Mexico,Bachelor's Degree,Tokyo,Nerima,5,3,2023-08-01,2023-08-15,Active,Company Website,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101070,Teacher,Mark,Garcia,1987-04-01,Female,Philippines,Master's Degree,Chiba,Chiba,5,1,2024-10-04,2024-10-17,Offboarded,LinkedIn,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101071,Teacher,James,Anderson,1989-11-01,Male,USA,Bachelor's Degree,Tokyo,Setagaya,5,2,2023-06-25,2023-06-30,Offboarded,LinkedIn,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101072,Teacher,Sophie,Evans,1980-05-10,Male,UK,Bachelor's Degree,Kanagawa,Yokohama,5,2,2025-07-25,2025-08-01,Active,Company Website,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101073,Teacher,John,Santos,1995-08-24,Male,Philippines,Bachelor's Degree,Tokyo,Tachikawa,5,2,2024-01-02,2024-01-04,Active,Job Board,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101074,Teacher,Sipho,Ndlovu,1977-02-03,Male,South Africa,Bachelor's Degree,Kanagawa,Atsugi,5,2,2021-06-10,2021-07-07,Active,Company Website,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101075,Teacher,Jessica,Davis,1974-02-22,Female,USA,Bachelor's Degree,Saitama,Soka,5,1,2022-02-09,2022-02-23,Active,Indeed,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101076,Teacher,Ji-woo,Park,1988-05-14,Female,South Korea,Bachelor's Degree,Saitama,Tokorozawa,5,2,2025-09-01,2025-09-21,Offboarded,Job Board,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101077,Teacher,Ava,Wilson,1980-08-06,Female,Canada,Bachelor's Degree,Kanagawa,Yamato,5,3,2020-01-01,2020-01-25,Active,Job Board,ALT / English Teacher,1,Trainer,4,280000
DUD101078,Teacher,Sarah,Miller,1978-01-10,Male,USA,Bachelor's Degree,Kanagawa,Kawasaki,5,3,2022-11-24,2022-12-21,Active,Social Media,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101079,Teacher,Liam,Anderson,1976-01-21,Male,Australia,Bachelor's Degree,Tokyo,Koto,5,1,2026-01-28,2026-02-23,Active,Employee Referral,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101080,Teacher,Mia,Walker,2001-11-10,Female,Australia,Bachelor's Degree,Tokyo,Shinjuku,5,1,2023-06-24,2023-06-28,Active,Social Media,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101081,Teacher,Diego,López,1993-07-21,Male,Mexico,Bachelor's Degree,Saitama,Koshigaya,5,2,2023-10-16,2023-11-09,Active,Job Board,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101082,Teacher,Ji-woo,Park,1979-04-13,Female,South Korea,Bachelor's Degree,Kanagawa,Fujisawa,4,4,2023-07-16,2023-07-28,Active,Indeed,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101083,Teacher,Maria,Cruz,1998-08-22,Male,Philippines,Master's Degree,Tokyo,Koto,5,1,2021-12-27,2021-12-31,Active,Indeed,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101084,Teacher,Mia,Walker,1986-09-01,Male,Australia,Doctorate,Tokyo,Ota,5,4,2021-12-31,2022-01-30,Active,Company Website,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101085,Teacher,Oliver,Wilson,1987-05-05,Male,UK,Doctorate,Kanagawa,Yokohama,5,2,2023-03-24,2023-04-19,Active,International Recruitment,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101086,Teacher,Joon-ho,Choi,1985-10-24,Female,South Korea,Bachelor's Degree,Tokyo,Hachioji,4,5,2020-11-18,2020-12-11,Active,Company Website,ALT / English Teacher,1,Senior Teacher,3,270000
DUD101087,Teacher,James,Anderson,1971-01-31,Male,USA,Bachelor's Degree,Tokyo,Tachikawa,5,1,2022-11-28,2022-12-07,Active,Recruitment Agency,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101088,Teacher,Joon-ho,Choi,1993-01-20,Male,South Korea,Bachelor's Degree,Chiba,Urayasu,5,2,2020-12-19,2021-01-17,Offboarded,Indeed,ALT / English Teacher,1,Trainer,4,280000
DUD101089,Teacher,Angela,Reyes,1976-05-18,Female,Philippines,Master's Degree,Tokyo,Ota,4,1,2019-09-28,2019-10-07,Active,Indeed,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101090,Teacher,Emily,Carter,1994-07-16,Male,USA,Bachelor's Degree,Kanagawa,Kawasaki,5,1,2019-12-28,2020-01-02,Offboarded,Employee Referral,ALT / English Teacher,1,Trainer,4,280000
DUD101091,Teacher,Emily,Carter,1975-02-15,Male,USA,Bachelor's Degree,Tokyo,Itabashi,5,2,2023-06-03,2023-06-30,Active,Recruitment Agency,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101092,Teacher,Maya,Brown,1998-04-30,Male,Canada,Bachelor's Degree,Saitama,Soka,5,3,2021-12-30,2022-01-06,Offboarded,LinkedIn,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101093,Teacher,Mia,Walker,1972-04-20,Male,Australia,Associate Degree,Tokyo,Nerima,5,1,2020-11-27,2020-12-14,Active,International Recruitment,ALT / English Teacher,1,Trainer,4,280000
DUD101094,Teacher,Charlotte,Brown,2001-04-13,Female,UK,Bachelor's Degree,Tokyo,Ota,5,2,2022-12-17,2022-12-26,Active,Indeed,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101095,Teacher,Brian,Otieno,1972-07-21,Male,Kenya,Bachelor's Degree,Chiba,Funabashi,5,4,2022-12-28,2023-01-27,Active,Indeed,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101096,Teacher,Isla,Scott,1988-03-07,Female,New Zealand,Bachelor's Degree,Tokyo,Edogawa,5,2,2021-02-04,2021-02-14,Active,LinkedIn,ALT / English Teacher,1,Senior Teacher,3,270000
DUD101097,Teacher,Michael,Johnson,1970-05-20,Female,USA,Bachelor's Degree,Tokyo,Setagaya,5,4,2020-12-13,2020-12-14,Active,Job Board,ALT / English Teacher,1,Senior Teacher,3,270000
DUD101098,Teacher,Jack,Harris,1999-11-17,Male,New Zealand,Bachelor's Degree,Tokyo,Nerima,5,1,2019-09-07,2019-09-25,Active,Company Website,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101099,Teacher,Grace,Wanjiku,1991-12-31,Male,Kenya,Bachelor's Degree,Saitama,Saitama,5,1,2019-12-23,2020-01-06,Active,University/College Partnership,ALT / English Teacher,1,Senior Teacher,3,270000
DUD101100,Teacher,John,Santos,1997-03-16,Male,Philippines,Bachelor's Degree,Tokyo,Ota,5,2,2024-07-19,2024-08-13,Active,International Recruitment,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101101,Teacher,Sophie,Evans,1988-10-01,Male,UK,Master's Degree,Tokyo,Nerima,5,2,2021-08-10,2021-08-17,Active,Company Website,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101102,Teacher,Michael,Johnson,1974-10-31,Female,USA,Other,Tokyo,Setagaya,5,1,2022-12-23,2023-01-14,Active,Indeed,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101103,Teacher,Chloe,Mitchell,2001-10-23,Male,Australia,Bachelor's Degree,Tokyo,Shinjuku,5,2,2023-08-18,2023-08-24,Active,Job Fair,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101104,Teacher,Ananya,Singh,1992-04-27,Female,India,Bachelor's Degree,Kanagawa,Atsugi,5,2,2022-11-30,2022-12-23,Offboarded,International Recruitment,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101105,Teacher,Joshua,Aquino,1970-05-02,Female,Philippines,Doctorate,Tokyo,Nerima,5,2,2022-12-31,2023-01-04,Active,Indeed,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101106,Teacher,Jack,Taylor,1978-02-05,Female,Australia,Bachelor's Degree,Chiba,Urayasu,5,2,2023-02-03,2023-02-28,Active,Company Website,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101107,Teacher,Rohan,Gupta,1979-06-21,Female,India,Bachelor's Degree,Saitama,Soka,5,3,2025-11-13,2025-12-02,Offboarded,Job Board,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101108,Teacher,Joshua,Aquino,1990-05-29,Female,Philippines,Associate Degree,Saitama,Soka,5,3,2019-09-30,2019-10-09,Active,University/College Partnership,ALT / English Teacher,1,Senior Teacher,3,270000
DUD101109,Teacher,Ananya,Singh,1990-10-17,Male,India,Associate Degree,Saitama,Tokorozawa,5,3,2021-09-29,2021-10-13,Active,Job Fair,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101110,Teacher,Neha,Kapoor,1987-09-17,Male,India,Bachelor's Degree,Saitama,Kawaguchi,4,3,2021-12-04,2021-12-16,Active,Company Website,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101111,Teacher,Rohan,Gupta,1970-09-25,Male,India,Bachelor's Degree,Kanagawa,Atsugi,5,3,2019-10-27,2019-11-11,Offboarded,Recruitment Agency,ALT / English Teacher,1,Senior Teacher,3,270000
DUD101112,Teacher,Priya,Patel,1995-02-26,Male,India,Master's Degree,Tokyo,Edogawa,3,2,2022-12-07,2022-12-27,Active,Company Website,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101113,Teacher,Faith,Njeri,1977-08-01,Male,Kenya,Bachelor's Degree,Saitama,Wako,4,2,2021-01-31,2021-02-11,Active,LinkedIn,ALT / English Teacher,1,Senior Trainer,5,290000
DUD101114,Teacher,Ryan,Campbell,1973-06-02,Female,Canada,Other,Kanagawa,Yokohama,5,4,2019-12-27,2020-01-20,Offboarded,Company Website,ALT / English Teacher,1,Lead Trainer,6,300000
DUD101115,Teacher,Liam,Anderson,1992-11-29,Male,Australia,Bachelor's Degree,Saitama,Soka,5,3,2023-03-30,2023-04-24,Active,Social Media,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101116,Teacher,Lucas,Anderson,1997-10-29,Female,Canada,Master's Degree,Chiba,Chiba,5,5,2021-01-24,2021-01-28,Active,Teacher Referral,ALT / English Teacher,1,Senior Teacher,3,270000
DUD101117,Teacher,Jessica,Davis,1971-05-04,Male,USA,Bachelor's Degree,Tokyo,Ota,5,1,2024-12-28,2025-01-21,Offboarded,Job Board,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101118,Teacher,Diego,López,1980-03-04,Female,Mexico,Master's Degree,Kanagawa,Sagamihara,5,2,2022-11-10,2022-11-30,Active,Company Website,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101119,Teacher,James,Anderson,1970-10-08,Male,USA,Other,Kanagawa,Atsugi,5,1,2019-05-01,2019-05-11,Offboarded,Company Website,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101120,Teacher,Liam,Anderson,1991-03-28,Female,Australia,Bachelor's Degree,Kanagawa,Atsugi,5,3,2020-08-03,2020-08-22,Offboarded,LinkedIn,ALT / English Teacher,1,Trainer,4,280000
DUD101121,Teacher,Amelia,Taylor,1971-09-30,Male,UK,Master's Degree,Tokyo,Nerima,5,2,2020-10-12,2020-11-03,Active,Job Board,ALT / English Teacher,1,Senior Teacher,3,270000
DUD101122,Teacher,Amelia,Taylor,1993-10-26,Female,UK,Bachelor's Degree,Tokyo,Nerima,5,2,2019-07-17,2019-07-26,Active,Job Fair,ALT / English Teacher,1,Trainer,4,280000
DUD101123,Teacher,Kevin,Mwangi,1986-04-06,Female,Kenya,Bachelor's Degree,Kanagawa,Fujisawa,4,1,2025-09-16,2025-09-22,Active,Company Website,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101124,Teacher,Daniel,Williams,2001-12-22,Female,USA,Bachelor's Degree,Saitama,Soka,5,4,2022-08-01,2022-08-04,Offboarded,International Recruitment,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101125,Teacher,Daniel,Williams,1972-05-02,Male,USA,Bachelor's Degree,Tokyo,Shinjuku,5,1,2024-08-05,2024-08-06,Active,LinkedIn,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101126,Teacher,Lucas,Anderson,1996-07-03,Female,Canada,Associate Degree,Kanagawa,Kawasaki,5,1,2021-02-18,2021-02-23,Active,Job Fair,ALT / English Teacher,1,Senior Teacher,3,270000
DUD101127,Teacher,Carlos,Hernández,1979-10-19,Male,Mexico,Master's Degree,Tokyo,Hachioji,4,2,2025-02-10,2025-03-10,Active,Social Media,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101128,Teacher,Priya,Patel,1994-07-25,Male,India,Bachelor's Degree,Tokyo,Ota,4,2,2023-02-09,2023-02-13,Active,International Recruitment,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101129,Teacher,Charlotte,Brown,2001-09-16,Female,UK,Bachelor's Degree,Saitama,Asaka,5,1,2020-07-13,2020-07-25,Active,Teacher Referral,ALT / English Teacher,1,Trainer,4,280000
DUD101130,Teacher,Maya,Brown,2000-02-07,Female,Canada,Bachelor's Degree,Chiba,Funabashi,5,5,2019-10-08,2019-10-31,Active,International Recruitment,ALT / English Teacher,1,Senior Teacher,3,270000
DUD101131,Teacher,James,Thompson,1999-03-29,Female,UK,Bachelor's Degree,Tokyo,Shinjuku,5,2,2023-01-28,2023-02-03,Active,University/College Partnership,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101132,Teacher,Daniel,Williams,1988-06-10,Male,USA,Bachelor's Degree,Saitama,Soka,5,2,2021-07-04,2021-07-31,Active,LinkedIn,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101133,Teacher,Min-seo,Kang,1991-12-23,Female,South Korea,Bachelor's Degree,Tokyo,Shinjuku,4,2,2021-01-09,2021-01-10,Offboarded,Indeed,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101134,Teacher,Amelia,Taylor,1982-11-19,Female,UK,Bachelor's Degree,Tokyo,Ota,5,3,2024-07-21,2024-08-15,Offboarded,Recruitment Agency,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101135,Teacher,Sophie,Evans,1990-02-27,Female,UK,Bachelor's Degree,Kanagawa,Sagamihara,5,4,2022-04-09,2022-04-14,Active,Job Board,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101136,Teacher,Neha,Kapoor,1987-04-02,Male,India,Bachelor's Degree,Kanagawa,Yamato,5,1,2022-04-01,2022-04-24,Active,Company Website,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101137,Teacher,Ha-eun,Jung,1988-02-10,Male,South Korea,Bachelor's Degree,Saitama,Saitama,4,1,2021-12-26,2022-01-19,Offboarded,Recruitment Agency,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101138,Teacher,Grace,Wanjiku,1993-09-13,Male,Kenya,Bachelor's Degree,Kanagawa,Fujisawa,5,3,2023-12-15,2024-01-02,Active,Job Board,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101139,Teacher,Joshua,Aquino,1981-04-08,Male,Philippines,Master's Degree,Tokyo,Edogawa,5,2,2025-12-29,2026-01-16,Active,Company Website,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101140,Teacher,Olivia,Campbell,1984-07-26,Female,Australia,Bachelor's Degree,Tokyo,Tachikawa,5,3,2025-03-21,2025-03-31,Active,Indeed,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101141,Teacher,Maya,Brown,1974-08-18,Female,Canada,Bachelor's Degree,Tokyo,Ota,5,3,2021-07-18,2021-08-01,Active,Company Website,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101142,Teacher,Patricia,Mendoza,1976-02-02,Male,Philippines,Bachelor's Degree,Tokyo,Itabashi,4,1,2025-11-01,2025-11-14,Active,LinkedIn,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101143,Teacher,Ava,Wilson,1974-03-12,Female,Canada,Bachelor's Degree,Tokyo,Setagaya,5,1,2022-01-20,2022-02-14,Active,International Recruitment,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101144,Teacher,Amelia,Taylor,1994-04-09,Male,UK,Bachelor's Degree,Chiba,Urayasu,5,1,2024-09-26,2024-10-22,Offboarded,International Recruitment,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101145,Teacher,James,Anderson,1995-10-28,Female,USA,Bachelor's Degree,Tokyo,Itabashi,5,4,2024-04-26,2024-05-13,Active,Company Website,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101146,Teacher,Jessica,Davis,1999-12-08,Female,USA,Bachelor's Degree,Tokyo,Koto,5,1,2019-10-03,2019-10-26,Active,Job Board,ALT / English Teacher,1,Trainer,4,280000
DUD101147,Teacher,James,Thompson,1980-02-14,Male,UK,Bachelor's Degree,Tokyo,Edogawa,5,2,2022-08-10,2022-09-05,Active,Company Website,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101148,Teacher,Naledi,Khumalo,1970-05-05,Male,South Africa,Bachelor's Degree,Tokyo,Koto,5,3,2020-06-18,2020-06-20,Offboarded,Indeed,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101149,Teacher,Chloe,Mitchell,1981-12-09,Female,Australia,Master's Degree,Chiba,Urayasu,5,2,2025-11-18,2025-12-16,Offboarded,Recruitment Agency,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101150,Teacher,Amelia,Taylor,1996-08-28,Female,UK,Bachelor's Degree,Saitama,Asaka,5,2,2024-03-28,2024-04-05,Active,University/College Partnership,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101151,Teacher,Brian,Otieno,1988-03-15,Female,Kenya,Bachelor's Degree,Chiba,Matsudo,5,3,2020-07-16,2020-08-10,Active,Job Board,ALT / English Teacher,1,Senior Trainer,5,290000
DUD101152,Teacher,John,Santos,1987-09-14,Male,Philippines,Associate Degree,Saitama,Kawagoe,4,1,2021-11-05,2021-11-30,Active,Indeed,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101153,Teacher,Carlos,Hernández,1994-03-07,Female,Mexico,Bachelor's Degree,Tokyo,Hachioji,4,1,2025-05-27,2025-05-31,Offboarded,Indeed,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101154,Teacher,Ji-woo,Park,1979-11-22,Female,South Korea,Master's Degree,Tokyo,Koto,5,1,2025-05-18,2025-05-20,On Leave,LinkedIn,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101155,Teacher,Daniel,Williams,1971-05-06,Male,USA,Bachelor's Degree,Tokyo,Shinjuku,5,3,2019-07-09,2019-08-05,Offboarded,Job Board,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101156,Teacher,Joshua,Aquino,1973-09-15,Female,Philippines,Master's Degree,Tokyo,Setagaya,5,3,2023-05-31,2023-06-01,Offboarded,Company Website,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101157,Teacher,Daniel,Williams,1987-01-02,Male,USA,Bachelor's Degree,Chiba,Kashiwa,5,2,2022-07-10,2022-07-18,Active,Job Board,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101158,Teacher,Mariana,Rodríguez,1982-11-19,Male,Mexico,Bachelor's Degree,Kanagawa,Yokohama,4,3,2022-06-27,2022-07-13,Active,LinkedIn,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101159,Teacher,Sarah,Miller,1971-03-07,Male,USA,Bachelor's Degree,Tokyo,Nerima,5,3,2023-06-26,2023-07-07,Active,Employee Referral,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101160,Teacher,Charlotte,Brown,1986-12-11,Male,UK,Bachelor's Degree,Tokyo,Koto,5,3,2024-12-25,2025-01-01,Offboarded,Teacher Referral,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101161,Teacher,Charlotte,Brown,1971-11-18,Male,UK,Bachelor's Degree,Tokyo,Tachikawa,5,1,2021-07-30,2021-08-06,Active,Recruitment Agency,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101162,Teacher,Carlos,Hernández,1975-08-23,Female,Mexico,Bachelor's Degree,Tokyo,Shinjuku,5,3,2022-01-30,2022-02-25,Active,International Recruitment,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101163,Teacher,Angela,Reyes,1998-11-17,Male,Philippines,Bachelor's Degree,Kanagawa,Sagamihara,5,1,2021-06-03,2021-06-15,Active,University/College Partnership,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101164,Teacher,Charlotte,Brown,2000-03-10,Female,UK,Bachelor's Degree,Saitama,Soka,5,3,2025-02-04,2025-02-22,Active,Teacher Referral,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101165,Teacher,Oliver,Wilson,1970-12-06,Female,UK,Bachelor's Degree,Tokyo,Koto,5,2,2025-03-04,2025-03-17,Active,LinkedIn,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101166,Teacher,Arjun,Sharma,1971-10-31,Male,India,Master's Degree,Tokyo,Ota,4,4,2023-06-09,2023-07-03,Active,Job Board,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101167,Teacher,Neha,Kapoor,1985-04-01,Male,India,Bachelor's Degree,Tokyo,Edogawa,5,4,2019-07-05,2019-07-26,Active,Indeed,ALT / English Teacher,1,Senior Teacher,3,270000
DUD101168,Teacher,Oliver,Wilson,1980-02-18,Female,UK,Master's Degree,Tokyo,Hachioji,5,2,2025-01-23,2025-01-28,Offboarded,LinkedIn,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101169,Teacher,Isla,Scott,2000-03-21,Female,New Zealand,Master's Degree,Tokyo,Shinjuku,5,5,2022-07-07,2022-07-14,Active,International Recruitment,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101170,Teacher,Priya,Patel,1996-05-03,Male,India,Bachelor's Degree,Chiba,Matsudo,5,3,2020-05-23,2020-05-25,Active,Recruitment Agency,ALT / English Teacher,1,Senior Teacher,3,270000
DUD101171,Teacher,John,Santos,1997-03-16,Female,Philippines,Other,Tokyo,Setagaya,5,1,2021-09-04,2021-09-08,Active,Job Board,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101172,Teacher,Min-jun,Kim,1973-10-06,Female,South Korea,Associate Degree,Saitama,Asaka,5,1,2023-08-12,2023-08-15,Active,Indeed,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101173,Teacher,Ryan,Campbell,1970-06-24,Female,Canada,Associate Degree,Tokyo,Shinjuku,5,5,2019-07-30,2019-08-17,Active,Company Website,ALT / English Teacher,1,Trainer,4,280000
DUD101174,Teacher,James,Anderson,1980-12-18,Female,USA,Master's Degree,Tokyo,Tachikawa,5,1,2022-06-05,2022-07-01,Offboarded,International Recruitment,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101175,Teacher,Jason,Naidoo,1987-07-29,Female,South Africa,Bachelor's Degree,Chiba,Funabashi,5,1,2026-01-06,2026-01-08,Offboarded,International Recruitment,ALT / English Teacher,1,ALT / English Teacher,1,250000
DUD101176,Teacher,Mariana,Rodríguez,1974-11-19,Male,Mexico,Bachelor's Degree,Tokyo,Ota,5,1,2019-07-18,2019-08-05,Active,Job Board,ALT / English Teacher,1,Lead Trainer,6,300000
DUD101177,Teacher,Priya,Patel,1997-03-18,Female,India,Bachelor's Degree,Tokyo,Edogawa,5,1,2023-12-09,2023-12-11,Active,Teacher Referral,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101178,Teacher,Seo-yeon,Lee,1993-04-24,Female,South Korea,Bachelor's Degree,Kanagawa,Yokohama,5,2,2023-01-12,2023-01-19,Active,Indeed,ALT / English Teacher,1,Experienced Teacher,2,260000
DUD101179,Teacher,Arjun,Sharma,1975-03-24,Female,India,Master's Degree,Tokyo,Shinjuku,5,4,2019-11-13,2019-11-29,Offboarded,International Recruitment,ALT / English Teacher,1,Senior Teacher,3,270000
DUD101180,Teacher,Michael,Johnson,1976-11-28,Male,USA,Master's Degree,Tokyo,Edogawa,5,1,2021-03-19,2021-04-12,Active,LinkedIn,ALT / English Teacher,1,Experienced Teacher,2,260000
