employee_id,first_name,last_name,employment_start_date,employment_end_date,employment_status,employment_type,position,career_level,start_reason,end_reason,offboarding_date,departure_type,leaving_reason,exit_satisfaction,would_recommend,would_return,rehire_eligible
DUD101138,Miguel,Thompson,2024-01-13,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101139,Robert,Davis,2025-04-05,2027-09-02,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,2027-09-02,Voluntary,Personal Reasons,3,0,1,1
DUD101140,Maria,Miller,2024-08-14,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101141,Andres,Martin,2022-09-09,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101142,Emily,Torres,2024-08-16,NULL,Active,Full-time,Lead Trainer,6,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101143,Ana,King,2024-04-26,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101144,Ana,Smith,2025-11-28,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101145,Ana,Rodriguez,2025-06-07,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101146,David,Anderson,2024-02-02,2026-02-22,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,2026-02-22,Voluntary,Compensation,3,1,0,1
DUD101147,Maria,Martin,2024-09-12,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101148,Carlos,Williams,2021-10-03,2023-04-09,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,2023-04-09,Voluntary,Commute,5,1,1,1
DUD101149,Juan,Johnson,2021-02-15,2022-09-29,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,2022-09-29,Voluntary,Work-Life Balance,5,0,1,1
DUD101150,Jose,Hernandez,2026-02-16,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101151,Marco,Thompson,2025-05-28,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101152,Hannah,Jackson,2025-02-24,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101153,Michael,Martinez,2025-07-28,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101154,Jose,Allen,2026-06-18,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101155,James,Perez,2025-11-05,NULL,Active,Full-time,Trainer,4,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101156,Laura,Hall,2022-10-08,NULL,Active,Full-time,Lead Trainer,6,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101157,Emily,Taylor,2021-10-17,NULL,Active,Full-time,Lead Trainer,6,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101158,Michael,Anderson,2021-05-28,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101159,Matthew,Miller,2022-11-08,2024-03-07,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,2024-03-07,Involuntary,Contract End,4,1,1,0
DUD101160,Jose,Young,2021-12-23,2024-02-04,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Contract End,2024-02-04,Involuntary,Policy Violation,3,1,1,0
DUD101161,John,Brown,2024-10-10,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101162,Emma,White,2021-05-26,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101163,Maria,Williams,2024-04-01,2025-02-19,Inactive,Full-time,Senior Trainer,5,Initial Hire,Voluntary Resignation,2025-02-19,Voluntary,Commute,1,1,0,1
DUD101164,Sarah,Lopez,2021-02-07,2023-04-25,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,2023-04-25,Voluntary,Relocation,4,1,1,1
DUD101165,Hannah,Lee,2025-12-06,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101166,Miguel,Miller,2021-09-01,NULL,Active,Full-time,Lead Trainer,6,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101167,Jessica,Brown,2022-05-10,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101168,Olivia,Martin,2024-11-18,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101169,William,Lopez,2022-05-06,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101170,Laura,King,2021-12-14,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101171,Diego,Davis,2022-08-14,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101172,Diego,Miller,2021-04-17,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101173,Sarah,White,2021-10-12,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101174,Emily,Martin,2024-07-14,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101175,Emily,Taylor,2025-11-25,NULL,Active,Full-time,Lead Trainer,6,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101176,James,Johnson,2022-03-27,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101177,Ana,Thompson,2026-07-11,2026-11-15,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Voluntary Resignation,2026-11-15,Voluntary,Compensation,5,0,1,1
DUD101178,Alejandro,Davis,2026-06-01,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101179,Miguel,Martin,2025-03-27,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101180,Thomas,Anderson,2025-07-21,NULL,Active,Full-time,Senior Trainer,5,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101181,David,Brown,2021-01-17,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101182,Michael,Moore,2025-01-24,2026-07-20,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,2026-07-20,Voluntary,Career Change,NULL,NULL,NULL,1
DUD101183,Sofia,Johnson,2022-04-27,2023-03-08,Inactive,Full-time,Senior Trainer,5,Initial Hire,Relocation,2023-03-08,Voluntary,Commute,2,1,0,1
DUD101184,Emily,Garcia,2025-06-13,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101185,Jessica,Lee,2021-11-02,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101186,Matthew,Allen,2025-05-05,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101187,James,Martin,2024-03-07,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101188,William,King,2025-09-28,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101189,Christopher,Jackson,2024-07-14,NULL,Active,Full-time,Senior Trainer,5,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101190,Jose,Young,2022-12-15,NULL,Active,Full-time,Senior Trainer,5,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101191,Carlos,Martinez,2023-03-26,NULL,Active,Full-time,Senior Trainer,5,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101192,Maria,Miller,2022-11-24,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101193,Sarah,Jackson,2021-01-07,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101194,Alejandro,Gonzalez,2025-01-07,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101195,James,Walker,2021-05-31,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101196,Juan,Moore,2023-12-02,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101197,William,Ramirez,2026-02-14,2026-09-16,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Contract End,2026-09-16,Voluntary,Compensation,NULL,NULL,NULL,1
DUD101198,Olivia,Sanchez,2025-01-27,2025-10-30,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Personal Reasons,2025-10-30,Involuntary,Client Request,1,1,1,0
DUD101199,Luis,Garcia,2021-09-22,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101200,Luis,Lee,2023-11-10,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101201,Luis,Anderson,2024-02-04,2025-08-23,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,2025-08-23,Voluntary,Compensation,3,1,1,1
DUD101202,William,Walker,2021-03-20,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101203,Hannah,Hernandez,2024-10-14,2026-04-24,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Contract End,2026-04-24,Voluntary,Career Development,NULL,NULL,NULL,1
DUD101204,Hannah,Rodriguez,2024-06-08,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101205,John,Sanchez,2024-12-14,2026-11-09,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,2026-11-09,Involuntary,Performance,5,0,0,0
DUD101206,William,White,2023-08-03,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101207,David,Hernandez,2025-12-24,2026-10-14,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Performance,2026-10-14,Voluntary,Career Change,2,1,0,1
DUD101208,Carlos,Taylor,2024-04-26,2026-08-28,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Voluntary Resignation,2026-08-28,Voluntary,Assignment Issues,4,1,1,1
DUD101209,Juan,Martin,2021-04-23,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101210,Marco,Jackson,2023-07-24,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101211,Michael,Perez,2024-03-22,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101212,Ana,Miller,2022-07-29,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101213,Miguel,White,2021-01-21,2023-06-15,Inactive,Full-time,Lead Trainer,6,Initial Hire,Voluntary Resignation,2023-06-15,Voluntary,Compensation,5,0,0,1
DUD101214,Michael,King,2023-09-29,NULL,Active,Full-time,Lead Trainer,6,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101215,Michael,White,2025-03-23,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101216,Maria,Rodriguez,2022-11-11,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101217,Sofia,Rodriguez,2025-11-25,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101218,Daniel,Perez,2025-11-07,2027-01-11,Inactive,Full-time,Lead Trainer,6,Initial Hire,Personal Reasons,2027-01-11,Voluntary,Relocation,2,1,1,1
DUD101219,John,Miller,2022-09-29,2023-02-23,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Contract End,2023-02-23,Voluntary,Commute,1,0,0,1
DUD101220,Miguel,Hall,2025-09-04,2026-07-15,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,2026-07-15,Voluntary,Career Development,NULL,NULL,NULL,1
DUD101221,James,Ramirez,2025-06-04,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101222,William,Moore,2025-03-05,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101223,Sarah,Gonzalez,2023-03-02,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101224,Andres,Taylor,2021-05-28,2023-10-01,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,2023-10-01,Voluntary,Personal Reasons,1,0,1,1
DUD101225,Juan,Perez,2022-02-11,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101226,Juan,Smith,2022-04-15,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101227,David,Lopez,2021-03-30,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101228,John,Jackson,2021-11-10,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101229,Michael,Anderson,2024-07-12,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101230,Carlos,Moore,2023-06-20,2024-04-23,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Contract End,2024-04-23,Voluntary,Career Change,3,1,0,1
DUD101231,Carlos,Davis,2023-08-19,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101232,Alejandro,Hall,2024-01-28,2025-07-18,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Voluntary Resignation,2025-07-18,Voluntary,Relocation,4,1,0,1
DUD101233,Luis,Ramirez,2021-05-13,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101234,Robert,Davis,2021-02-10,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101235,William,Ramirez,2021-01-19,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101236,John,Walker,2026-01-15,NULL,Active,Full-time,Senior Trainer,5,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101237,James,Perez,2025-06-07,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101238,Andres,Garcia,2026-05-16,2028-07-16,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Personal Reasons,2028-07-16,Voluntary,Work-Life Balance,4,0,1,1
DUD101239,Alejandro,Martinez,2023-03-05,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101240,Christopher,Martinez,2026-07-21,2028-03-19,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,2028-03-19,Involuntary,Policy Violation,4,1,1,0
DUD101241,Daniel,Allen,2025-05-29,2027-03-13,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Relocation,2027-03-13,Voluntary,Commute,4,0,1,1
DUD101242,Thomas,Perez,2022-12-09,2025-05-22,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,2025-05-22,Voluntary,Assignment Issues,2,1,0,1
DUD101243,Matthew,Johnson,2022-05-31,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101244,Sofia,King,2026-04-20,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101245,Laura,Davis,2021-08-03,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101246,David,Rodriguez,2023-10-20,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101247,Jose,Wilson,2021-11-05,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101248,Hannah,Hall,2025-09-13,2027-03-08,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Performance,2027-03-08,Voluntary,Relocation,NULL,NULL,NULL,1
DUD101249,Andres,Torres,2022-03-28,NULL,Active,Full-time,Lead Trainer,6,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101250,Maria,Brown,2023-06-21,2024-08-01,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Career Change,2024-08-01,Voluntary,Personal Reasons,4,1,0,1
DUD101251,Alejandro,Perez,2022-05-24,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101252,Robert,Jackson,2024-12-16,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101253,Andres,Brown,2021-01-14,NULL,Active,Full-time,Lead Trainer,6,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101254,Robert,Johnson,2024-01-15,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101255,Emily,King,2025-03-12,2027-08-07,Inactive,Full-time,Senior Teacher,3,Initial Hire,Personal Reasons,2027-08-07,Voluntary,Work-Life Balance,3,1,1,1
DUD101256,Ana,Smith,2024-07-25,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101257,Laura,Miller,2024-02-28,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101258,Diego,Martinez,2022-06-10,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101259,Marco,Ramirez,2023-08-01,2025-12-18,Inactive,Full-time,Trainer,4,Initial Hire,Relocation,2025-12-18,Voluntary,Returning Home,2,0,0,1
DUD101260,Alejandro,Martinez,2022-06-17,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101261,Diego,Perez,2021-10-02,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101262,Carlos,Hall,2024-10-19,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101263,Sarah,Lee,2023-05-31,2024-09-10,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Contract End,2024-09-10,Voluntary,Assignment Issues,3,0,0,1
DUD101264,Sofia,Perez,2023-04-09,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101265,Maria,Martin,2021-02-17,NULL,Active,Full-time,Trainer,4,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101266,Emma,Jackson,2021-01-28,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101267,Jose,Smith,2022-10-15,2024-01-23,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,2024-01-23,Voluntary,Compensation,NULL,NULL,NULL,1
DUD101268,Matthew,Young,2022-04-27,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101269,Emily,Walker,2022-12-07,2024-09-02,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Contract End,2024-09-02,Voluntary,Relocation,5,1,0,1
DUD101270,Andres,Sanchez,2021-05-28,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101271,Michael,Hall,2025-03-11,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101272,Diego,Martin,2023-05-15,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101273,Juan,Lopez,2021-02-02,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101274,Ana,King,2026-06-13,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101275,William,Johnson,2023-10-26,2024-10-31,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,2024-10-31,Voluntary,Career Development,5,1,1,1
DUD101276,Emma,Williams,2025-01-24,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101277,Sarah,Thompson,2024-11-07,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101278,Maria,Walker,2025-07-23,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101279,Michael,Torres,2026-07-24,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101280,James,Hall,2021-08-02,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101281,Sofia,Hall,2024-04-20,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101282,Emily,Miller,2025-07-08,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101283,Matthew,Sanchez,2026-07-29,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101284,Jessica,Martin,2026-03-11,2027-09-04,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Career Change,2027-09-04,Voluntary,Career Change,2,0,1,1
DUD101285,Robert,King,2021-11-20,2022-09-05,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Relocation,2022-09-05,Voluntary,Relocation,NULL,NULL,NULL,1
DUD101286,Marco,Thompson,2022-10-19,NULL,Active,Full-time,Lead Trainer,6,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101287,Emma,Taylor,2026-03-20,NULL,Active,Full-time,Senior Trainer,5,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101288,Miguel,Perez,2024-07-11,2025-07-19,Inactive,Full-time,Experienced Teacher,2,Initial Hire,Contract End,2025-07-19,Voluntary,Assignment Issues,NULL,NULL,NULL,1
DUD101289,Laura,Martin,2024-03-21,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101290,Sarah,Torres,2026-07-03,2027-10-13,Inactive,Full-time,ALT / English Teacher,1,Initial Hire,Performance,2027-10-13,Voluntary,Compensation,3,0,1,1
DUD101291,Diego,Brown,2025-12-24,NULL,Active,Full-time,Senior Trainer,5,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101292,William,Perez,2024-12-02,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101293,Christopher,King,2025-04-06,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101294,Maria,Thompson,2023-05-14,NULL,Active,Full-time,Trainer,4,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101295,Marco,Thompson,2024-05-24,2026-08-27,Inactive,Full-time,Trainer,4,Initial Hire,Voluntary Resignation,2026-08-27,Voluntary,Compensation,3,0,1,1
DUD101296,Laura,Martin,2024-08-19,NULL,Active,Full-time,Senior Trainer,5,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101297,Thomas,Lee,2022-06-30,NULL,Active,Full-time,Experienced Teacher,2,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101298,Christopher,Thompson,2023-07-15,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101299,Matthew,Moore,2025-12-26,NULL,Active,Full-time,Lead Trainer,6,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101300,Jose,Anderson,2025-10-16,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101301,Jose,Smith,2022-08-04,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101302,Diego,Jackson,2023-01-02,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101303,Michael,Martinez,2021-06-22,NULL,Active,Full-time,ALT / English Teacher,1,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DUD101304,David,Wilson,2022-03-11,NULL,Active,Full-time,Senior Teacher,3,Initial Hire,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
